﻿system_reference_number,facility_name,unit_name_and_description,form_score,patient_comments,Sentiment Score,Translated Text,Misspelled Words
IP-DPOS-2022-56-157461,Carletonville District Hospital,Ward 9 PNC (Maternity),1,Van die ver dleersters behande men's ordentlic. Seekers Deen nie,0,"From those far -wasters, Men's Ordentlic.Seekers Deen Nie","ordentlic.seekers,-wasters,"
IP-DPOS-2022-56-792281,Carletonville District Hospital,Ward 9 PNC (Maternity),1,Konke kuhamba kahle,0,KONKE HAPPENING KAHLE,"kahle,konke"
IP-DPOS-2022-56-988396,Carletonville District Hospital,Ward 9 PNC (Maternity),1,"All nurses staff were good. doctor was good, food and everything was good ",0.8271,"All nurses staff were good. doctor was good, food and everything was good ","good.,good,"
IP-DPOS-2022-56-044169,Carletonville District Hospital,Ward 9 ANC (Maternity),0.86,I suggest nurses explain what they write in our files so that we also update with our condition ,0,I suggest nurses explain what they write in our files so that we also update with our condition ,
IP-DPOS-2022-56-576183,Carletonville District Hospital,Ward 9 ANC (Maternity),1,Everything went well ,0.2732,Everything went well ,
IP-DPOS-2022-56-755271,Carletonville District Hospital,Ward 9 ANC (Maternity),1,"Dibethe tsa mo hospital di hodimo haholo for motho o pregnant, ha o palama le ha o theoga",0.34,"Dibetha tsa at hospital di modimo halo for motho pregnant, there is the palama le ha","pregnant,,palama,modimo,dibetha,motho"
IP-DPOS-2022-56-518864,Carletonville District Hospital,Ward 6 (Male Medical),0.86,Dijo di ya ka nako,0,Dijo di of ka nako,nako
IP-DPOS-2022-56-937599,Carletonville District Hospital,Ward 6 (Male Medical),1,Yonki iright,0,Yonki iright,"iright,yonki"
IP-DPOS-2022-56-528975,Carletonville District Hospital,Ward 6 (Male Medical),1,All is well ,0.2732,All is well ,
IP-DPOS-2022-56-252311,Carletonville District Hospital,Ward 6 (Male Medical),1,It's good here. Because I'm here everytime,0.4404,It's good here. Because I'm here everytime,"here.,everytime"
IP-DPOS-2022-56-439831,Carletonville District Hospital,Ward 6 (Male Medical),1,"No complain of the night or day shift, good relationship, service good",0.2732,"No complain of the night or day shift, good relationship, service good","shift,,relationship,"
IP-DPOS-2022-56-844127,Carletonville District Hospital,Ward 6 (Male Medical),1,This hospital is in good standard,0.4404,This hospital is in good standard,
IP-DPOS-2022-56-935386,Carletonville District Hospital,Ward 6 (Male Medical),1,Mina ndipatheke kahle,0,Mina NIPATHEKE KAHLE,"kahle,nipatheke"
IP-DPOS-2022-56-474320,Carletonville District Hospital,Ward 6 (Male Medical),1,"Nna ke thabetse tswaro ya manese le dingaka
",0.4019,Nna to thabetse tswaro yes manese le dingaka,"dingaka,tswaro,manese,thabetse"
IP-DPOS-2022-56-538237,Carletonville District Hospital,Ward 6 (Male Medical),1,"I have no complain at all, they treated me well since day one.",-0.3818,"I have no complain at all, they treated me well since day one.","one.,all,"
IP-DPOS-2022-367-724486,Sizwe Tropical Disease Hospital,General ward 14,1,A token of appreciation to the staff stationed at wad 14 in particular the entire medical team in general of the Tropical Hospial for service renderered and inconlsion the extra mile to provide comfort to patients.,0.7003,A token of appreciation to the staff stationed at wad 14 in particular the entire medical team in general of the Tropical Hospial for service renderered and inconlsion the extra mile to provide comfort to patients.,"renderered,patients.,hospial,inconlsion"
IP-DPOS-2022-56-417729,Carletonville District Hospital,Ward 6 (Male Medical),1,Ke thabetse hole ma nurse le di doctor di ntswere sharp ke le bogela service e ba mphileng yona,0,Ke thabetse hole ma nurse le di doctor di ntswere sharp ke le bogela service e ba mphileng yona,"yona,mphileng,ntswere,bogela,thabetse"
IP-DPOS-2022-56-415617,Carletonville District Hospital,Ward 6 (Male Medical),1,I have been treated well,0.2732,I have been treated well,
IP-DPOS-2022-367-894921,Sizwe Tropical Disease Hospital,General ward 14,1,I just want to thank Sizwe hospital. I am happy with the care which you are giving me and good attention . I dont feel like I am from Zimbabwe. I feel at home. Thank you.,0.937,I just want to thank Sizwe hospital. I am happy with the care which you are giving me and good attention . I dont feel like I am from Zimbabwe. I feel at home. Thank you.,"zimbabwe.,home.,sizwe,you.,hospital."
IP-DPOS-2022-367-557310,Sizwe Tropical Disease Hospital,General ward 14,1,Kealeboga ka moSizwe ka mokojwa o bare a moetseng ka gona ka lerato leka mo bare tlhokometseng legore thlola kgapetsa. lege ke nale bothata batla ba tlo cheka.,0,Kealeboga ka mosizwe ka mokojwa o bare a moetng ka gona ka leko leka mo bare tlokometseng legore thlola kgapetsa.lege ke nale both batla ba tlo cheka.,"moetng,leka,mosizwe,kgapetsa.lege,batla,kealeboga,tlo,cheka.,leko,tlokometseng,legore,mokojwa,thlola,nale"
IP-DPOS-2022-367-591073,Sizwe Tropical Disease Hospital,General  ward 05,1,Snibona eSizwe chaangiboni inkinga bangiphe thekahle bonke onesi naba siphakelayo namba one angikhalazi ngiyabonga bebeno suku oluhle.,0,Snibona Esizwe Chaangiboni Inkinga Bangiphe TheKahle Bonke Onesi naba Siphakelalayo namba one angikhalazi ngiyabonga bebeno Suku Oluhle.,"ngiyabonga,angikhalazi,oluhle.,inkinga,onesi,bonke,snibona,namba,bangiphe,chaangiboni,esizwe,naba,bebeno,suku,siphakelalayo,thekahle"
IP-DPOS-2022-56-647114,Carletonville District Hospital,Ward 6 (Male Medical ),1,Ke tshwaregile hantle,0,Ke tshwaregile hantle,"hantle,tshwaregile"
IP-DPOS-2022-56-364089,Carletonville District Hospital,Ward 4 (Surgical),1,No the work of the nurses and doctors are good. Good work ,0.5574,No the work of the nurses and doctors are good. Good work ,good.
IP-DPOS-2022-56-194768,Carletonville District Hospital,Ward 4 (Surgical),1,"Very clean hospital, I'm happy with treatment I received ",0.7713,"Very clean hospital, I'm happy with treatment I received ","hospital,"
IP-DPOS-2022-56-511202,Carletonville District Hospital,Ward 4 (Surgical),0.86,They give treatment before meal,0,They give treatment before meal,
IP-DPOS-2022-56-006472,Carletonville District Hospital,Ward 4 (Surgical),0.71,Sometimes when we call they delay to come/respond,-0.3182,Sometimes when we call they delay to come/respond,come/respond
IP-DPOS-2022-56-089232,Carletonville District Hospital,Ward 4 (Surgical),1,Keikutlwa ke phodile thata gofetapele,0,Geopetlwa Ke Phodile Thata Gofetapele,"gofetapele,phodile,geopetlwa"
IP-DPOS-2022-56-525386,Carletonville District Hospital,Ward 4 (Surgical),1,"The doctors and nurses, they have been taking care of me",0.4939,"The doctors and nurses, they have been taking care of me","nurses,"
IP-DPOS-2022-56-265645,Carletonville District Hospital,Ward 4 (Surgical),1,I'm very happy ,0.6115,I'm very happy ,
IP-DPOS-2022-56-421798,Carletonville District Hospital,Ward 4 (Surgical),1,Very good ,0.4927,Very Good,
IP-DPOS-2022-56-787747,Carletonville District Hospital,Ward 4 (Surgical),1,Purely satisfied with the service and staff treatment ,0.4754,Purely satisfied with the service and staff treatment ,
IP-DPOS-2022-56-134365,Carletonville District Hospital,Ward 4 (Surgical),1,"I'm satisfied, been treated with respect ",0.7096,"I'm satisfied, been treated with respect ","satisfied,"
IP-DPOS-2022-56-628889,Carletonville District Hospital,Ward 4 (Surgical),1,Well taken care of probably would have died if the staff wasn't well trained,-0.0294,Well taken care of probably would have died if the staff wasn't well trained,
IP-DPOS-2022-56-211327,Carletonville District Hospital,Ward 4 (Surgical),0.86,Good treatment and we'll condition ,0.4404,Good treatment and we'll condition ,
IP-DPOS-2022-56-553651,Carletonville District Hospital,Ward 4 (Surgical),1,I samkele sithuthuthu have been treated very much well ,0.3353,I samkele sithuthuthu have been treated very much well ,"samkele,sithuthuthu"
IP-DPOS-2022-56-918197,Carletonville District Hospital,Ward 4 (Surgical),1,"Everything is good, they care about us everyday ",0.7269,"Everything is good, they care about us everyday ","good,"
IP-DPOS-2022-56-436487,Carletonville District Hospital,Ward 4 (Surgical),1,"They are essential workers and saviours, they deserve a big praise and a big hug...XOXO",0.5574,"They are essential workers and saviours, they deserve a big praise and a big hug...XOXO","hug...xoxo,saviours,"
IP-DPOS-2022-56-044902,Carletonville District Hospital,Ward 4 (Surgical),1,Keep up the good work ,0.4404,Keep up the good work ,
IP-DPOS-2022-56-704498,Carletonville District Hospital,Ward 4 (Surgical),1,I mamnkele sithuthu has been treated very much well ,0.3353,I mamnkele sithuthu has been treated very much well ,"mamnkele,sithuthu"
IP-DPOS-2022-56-981053,Carletonville District Hospital,Ward 4 (Surgical),1,Well treatment ,0.2732,Well treatment ,
IP-DPOS-2022-398-730993,Tembisa Tertiary Hospital,Ward 9,1,"the stuff do assist when ever u need help, and they do they work in time",0.4019,"the stuff do assist when ever u need help, and they do they work in time","help,"
IP-DPOS-2022-398-679823,Tembisa Tertiary Hospital,Ward 9,1,THE NURSES ARE DOING THEIR JOBS ACCORDING AND THEY WERE VERY HELPFUL AND CARING.,0.762,THE NURSES ARE DOING THEIR JOBS ACCORDING AND THEY WERE VERY HELPFUL AND CARING.,caring.
IP-DPOS-2022-398-702488,Tembisa Tertiary Hospital,Ward 9,1,"They care about me , And treat us very well. They really, really do a good job in time.",0.8942,"They care about me , And treat us very well. They really, really do a good job in time.","really,,time.,well."
IP-DPOS-2022-398-840814,Tembisa Tertiary Hospital,Ward 9,0.86,Thank you so much fr the care and treatment I recieved from the doctors and nurses.,0.6908,Thank you so much fr the care and treatment I recieved from the doctors and nurses.,"recieved,nurses.,fr"
IP-DPOS-2022-398-940039,Tembisa Tertiary Hospital,Ward 9,1,Goods,0,Goods,
IP-DPOS-2022-398-148643,Tembisa Tertiary Hospital,Ward 9,1,I need to Thank u for saving my life n my baby is life I received nice TreaTmenT people was busy saying hospiTal whaT whaT but no Tho is no such Things keep iT up the good woRk Thank u so much god keep blessing u,0.9103,I need to Thank u for saving my life n my baby is life I received nice TreaTmenT people was busy saying hospiTal whaT whaT but no Tho is no such Things keep iT up the good woRk Thank u so much god keep blessing u,n
IP-DPOS-2022-398-808112,Tembisa Tertiary Hospital,Ward 9,1,Ke ea leboho ka thudo ea lona momme le bo ntata molimo a lefe ka hotle ke pholohile ka mohaU oa molimo ebang le khoso babae Ke le mabothata mosala,-0.3182,He is a leboho in a loner momme le bole molimo a lege of a hot pholihile.,"bole,molimo,pholihile.,lege,leboho,momme"
IP-DPOS-2022-398-200127,Tembisa Tertiary Hospital,Ward 9,1,I am genuely happy abut the service ive received,0.5719,I am genuely happy abut the service ive received,genuely
IP-DPOS-2022-398-962084,Tembisa Tertiary Hospital,Ward 9,1,"This hospital is very go because they can take care of her pecitiant, and the keep the ward 9 clean.",0.7096,"This hospital is very go because they can take care of her pecitiant, and the keep the ward 9 clean.","clean.,pecitiant,"
IP-DPOS-2022-398-292185,Tembisa Tertiary Hospital,Ward 9,1,Good,0.4404,Good,
IP-DPOS-2022-398-863471,Tembisa Tertiary Hospital,Ward 9,1,I Received a good Care Thank you.,0.8225,I Received a good Care Thank you.,you.
IP-DPOS-2022-398-258975,Tembisa Tertiary Hospital,Ward 9,1,Everythind was good I can't complain,0.6136,Everythind was good I can't complain,everythind
IP-DPOS-2022-398-155117,Tembisa Tertiary Hospital,Ward 9,1,All the stuff treated us four from day till the Last day.,0,All the stuff treated us four from day till the Last day.,day.
IP-DPOS-2022-398-971074,Tembisa Tertiary Hospital,Ward 9,1,"Good, Nice staff . They are very patient with people and very helpful if you ask them any questions .",0.8313,"Good, Nice staff . They are very patient with people and very helpful if you ask them any questions .","good,"
IP-DPOS-2022-398-156627,Tembisa Tertiary Hospital,Ward 9,1,Tht service was EXCEllEnL ANd heart warming. nurses and doctors work super hard big up.,0.6249,Tht service was EXCEllEnL ANd heart warming. nurses and doctors work super hard big up.,"warming.,up.,excellenl,tht"
IP-DPOS-2022-398-742145,Tembisa Tertiary Hospital,Ward 9,1,Eu chamo-mi EliZETE NoXEla so so fEliz Pon causa dE,0.6948,Eu chamo-mi elizee noxela so happy put causes,"elizee,chamo-mi,noxela"
IP-DPOS-2022-314-291494,Pretoria West District Hospital,labour ward,1,Staff is friendly. Every thing was explained in deails. Good service was provided.,0.7269,Staff is friendly. Every thing was explained in deails. Good service was provided.,"provided.,friendly.,deails."
