﻿system_reference_number,facility_name,unit_name_and_description,form_score,patient_comments,Sentiment Score,Translated Text,Misspelled Words
OP-DPOS-2023-398-557797,Tembisa Tertiary Hospital,Wound clinic,0.89,"Parent Thato was very leshike was havery happy with wound clinic. They was so very happyfu. I was realy thanks for helping my baby.


The nurse was very ery god and patient with all the baby and parent i say thinks for all of attention ",0.8801,"Parent Thato was very leshike was havery happy with wound clinic. They was so very happyfu. I was realy thanks for helping my baby.


The nurse was very ery god and patient with all the baby and parent i say thinks for all of attention ","baby.,leshike,happyfu.,clinic.,havery,realy,thato"
OP-DPOS-2023-398-900766,Tembisa Tertiary Hospital,Wound clinic,0.89,"Since we started these journey it's being difficult but the hospital has helped us cope with the whle situation, we have recived the best care. It made it easy on our side we can see the progress on the baby's healing wvwn though it takes time.",0.9578,"Since we started these journey it's being difficult but the hospital has helped us cope with the whle situation, we have recived the best care. It made it easy on our side we can see the progress on the baby's healing wvwn though it takes time.","time.,wvwn,recived,whle,situation,,care."
OP-DPOS-2023-398-754511,Tembisa Tertiary Hospital,Wound clinic,0.89,I kennndy Mokoena . I appriate all the hard working with the team from day1 until up today now i feel better than before and i thank you for that Keep it up ,0.6124,I kennndy Mokoena . I appriate all the hard working with the team from day1 until up today now i feel better than before and i thank you for that Keep it up ,"kennndy,day1,appriate,mokoena"
OP-DPOS-2023-398-075711,Tembisa Tertiary Hospital,Audiology,0.43,i had been turned away due to not working testing hearing equepment ,0.0,i had been turned away due to not working testing hearing equepment ,equepment
OP-DPOS-2023-398-612970,Tembisa Tertiary Hospital,Social work ,0.89,"My session was informative , i was comfortable and calm he social worker is friendly and focused ",0.886,"My session was informative , i was comfortable and calm he social worker is friendly and focused ",
OP-DPOS-2023-398-574802,Tembisa Tertiary Hospital,Social work ,1,The session was good it help me a lot . And when i'm going to work it prepare me and Thank them a lot ,0.7964,The session was good it help me a lot . And when i'm going to work it prepare me and Thank them a lot ,
OP-DPOS-2023-398-658359,Tembisa Tertiary Hospital,Social work ,0.67,I had a good time ,0.4404,I just a Good Time,
OP-DPOS-2023-398-043244,Tembisa Tertiary Hospital,Social work ,1,"The session was great i really enjoyed speaking to Sister Nokgadi, i really hope it will help me heal and im looking foward on seeing her again.",0.9272,"The session was great i really enjoyed speaking to Sister Nokgadi, i really hope it will help me heal and im looking foward on seeing her again.","again.,foward,nokgadi,"
OP-DPOS-2023-398-465087,Tembisa Tertiary Hospital,Social work ,1,"first i will like to say Thank you to that lady for being patient and caring, her words were so kind and so nice she was there and telling mom he fact and how to treat us. I hope our mom change and reciprocate the good energy and care for us may God bless that beautiful lady , Thank you.",0.9897,"first i will like to say Thank you to that lady for being patient and caring, her words were so kind and so nice she was there and telling mom he fact and how to treat us. I hope our mom change and reciprocate the good energy and care for us may God bless that beautiful lady , Thank you.","us.,caring,,you."
OP-DPOS-2023-398-036301,Tembisa Tertiary Hospital,Wound clinic ,0.89,nurse treatment nicely nd she is wearing name tag and the treatment is nicely very well and nurse hace very smile nicely and is treatment very well and doctors they smile smile when hey are treating a patient and they treat us all very well ,0.9749,nurse treatment nicely nd she is wearing name tag and the treatment is nicely very well and nurse hace very smile nicely and is treatment very well and doctors they smile smile when hey are treating a patient and they treat us all very well ,nd
OP-DPOS-2023-398-134152,Tembisa Tertiary Hospital,Wound clinic ,0.89,iservice yabo intle kakhulu ndiabuille ,0.0,isvice yabo intle kakhulu ndiabuille,"isvice,ndiabuille,kakhulu,intle,yabo"
OP-DPOS-2023-398-058714,Tembisa Tertiary Hospital,Wound clinic ,0.89,"The nurses here are very nice, friendly, wecoming ,funny , encouaging and informative, honestly they help with my healing journey i am greatful to have them attending to me ",0.9345,"The nurses here are very nice, friendly, wecoming ,funny , encouaging and informative, honestly they help with my healing journey i am greatful to have them attending to me ",",funny,encouaging,wecoming,friendly,,informative,,greatful,nice,"
OP-DPOS-2023-398-172953,Tembisa Tertiary Hospital,Masakhane,1,Good care,0.7269,Good Care,
OP-DPOS-2023-398-312283,Tembisa Tertiary Hospital,Psychology ,1,The session was okay nothing really special ,-0.1468,The session was okay nothing really special ,
OP-DPOS-2023-398-877340,Tembisa Tertiary Hospital,Wound Clinic ,0.89,The treatment that I got was good it was my first time but I felt at home. They are caring and they take care of a patient.,0.8898,The treatment that I got was good it was my first time but I felt at home. They are caring and they take care of a patient.,"patient.,home."
OP-DPOS-2023-398-414120,Tembisa Tertiary Hospital,Wound Clinic ,0.89,Service is good ,0.4404,Service is good ,
OP-DPOS-2023-398-788656,Tembisa Tertiary Hospital,Wound Clinic ,0.89,Assisted in what to do.  Getting information in every thing you ask keep up good work.,0.4404,Assisted in what to do.  Getting information in every thing you ask keep up good work.,"do.,work."
OP-DPOS-2023-398-723435,Tembisa Tertiary Hospital,Wound Clinic ,0.83,Ke ya strata sepetle see batwara batho pela mare ko recepeng no a barware batho pela.,-0.296,To the strata sepetle see batwara batho pela mare ko ko recepeng no a barware bato pela.,"sepetle,batho,barware,pela.,bato,recepeng,batwara"
OP-DPOS-2023-398-869171,Tembisa Tertiary Hospital,Wound Clinic ,0.89,No we are happy about their treatment ,0.3612,No we are happy about their treatment ,
OP-DPOS-2023-398-309542,Tembisa Tertiary Hospital,Wound Clinic ,0.89,Doctor is very smile and nurses a wearing a name tag and very smile and the doctor also very smile when a treatment very smile and also nurse very smile and treatment is very nice and good and the doctors treatment very smile and good.,0.9755,Doctor is very smile and nurses a wearing a name tag and very smile and the doctor also very smile when a treatment very smile and also nurse very smile and treatment is very nice and good and the doctors treatment very smile and good.,good.
OP-DPOS-2023-398-736030,Tembisa Tertiary Hospital,Wound Clinic ,0.89,Ke ya leboga tshwara ya bosister baregwere botse,0.4019,To the leboga tshwara yes the baregwere botse boster,"baregwere,leboga,botse,tshwara,boster"
OP-DPOS-2023-398-551387,Tembisa Tertiary Hospital,Wound Clinic ,0.89,They are very helpful and nice. Informative and caring,0.854,They are very helpful and nice. Informative and caring,nice.
OP-DPOS-2023-398-046872,Tembisa Tertiary Hospital,Wound Clinic ,0.89,"Serice is good, they welcome me with a smile. They treat all of us so special, the place is clean. The service in the wound clinic is the best.",0.9661,"Serice is good, they welcome me with a smile. They treat all of us so special, the place is clean. The service in the wound clinic is the best.","special,,smile.,serice,best.,good,,clean."
OP-DPOS-2023-398-172355,Tembisa Tertiary Hospital,Wound Clinic ,0.89,"Staff very welcoming, competent, I  assume they have good and professional leadership as a result, they have welcoming smiles I feel I have the right people to help me heal. ",0.9491,"Staff very welcoming, competent, I  assume they have good and professional leadership as a result, they have welcoming smiles I feel I have the right people to help me heal. ","competent,,heal.,result,,welcoming,"
OP-DPOS-2023-398-669183,Tembisa Tertiary Hospital,Wound Clinic ,0.89,The hospital i get from the nurses is always on point and the care they give us is really much appreciated. I always feel at home when we come to the hospital. They always serve or help us with a smile and always assisting us with love. ,0.9449,The hospital i get from the nurses is always on point and the care they give us is really much appreciated. I always feel at home when we come to the hospital. They always serve or help us with a smile and always assisting us with love. ,"appreciated.,hospital.,love."
OP-DPOS-2023-398-546673,Tembisa Tertiary Hospital,POPD,1,I am happy with the service and i dont have any complain,0.7013,I am happy with the service and i dont have any complain,
OP-DPOS-2023-398-707865,Tembisa Tertiary Hospital,POPD,1,i can't complain with the hospital service. everything went smooth their hospital is well recommended thank you.,0.7587,i can't complain with the hospital service. everything went smooth their hospital is well recommended thank you.,"you.,service."
OP-DPOS-2023-398-077961,Tembisa Tertiary Hospital,POPD,1,They are very good at their job i can't complain with anything ,0.6489,They are very good at their job i can't complain with anything ,
OP-DPOS-2023-398-486622,Tembisa Tertiary Hospital,POPD,1,m happy with their service ,0.5719,m happy with their service ,m
OP-DPOS-2023-398-412243,Tembisa Tertiary Hospital,POPD,1,i don't have any  Comments,0.0,i don't have any  Comments,
OP-DPOS-2023-398-817825,Tembisa Tertiary Hospital,Masakhane,0.94,"Our nurses are very care about us, friendly, explain everything to us in a appetising way. Sometimes we take as we are family, the way they care and talk to us. Thanks to all masakhane staff for saving our lives Always appreciate your good services.",0.9564,"Our nurses are very care about us, friendly, explain everything to us in a appetising way. Sometimes we take as we are family, the way they care and talk to us. Thanks to all masakhane staff for saving our lives Always appreciate your good services.","services.,family,,us.,friendly,,us,,way.,masakhane"
OP-DPOS-2023-398-023886,Tembisa Tertiary Hospital,Masakhane,0.94,Confortable.,0.0,Confortable.,confortable.
OP-DPOS-2023-398-042682,Tembisa Tertiary Hospital,Masakhane,0.94,Good service and friendly staff including doctors,0.7269,Good service and friendly staff including doctors,
OP-DPOS-2023-57-844306,Charlotte Maxeke Academic Hospital,paediatric oncology and haematology,1,thank you for everything,0.3612,thank you for everything,
OP-DPOS-2023-57-827859,Charlotte Maxeke Academic Hospital,paediatric oncology and haematology,1,"From the experience we had from the previous hospital in boksburg, I would definitely rate charlotte as the best and compare it with a private sector facility. The care from the clinic is out of this world. Thank you for your efforts and dedication to your duties.",0.9118,"From the experience we had from the previous hospital in boksburg, I would definitely rate charlotte as the best and compare it with a private sector facility. The care from the clinic is out of this world. Thank you for your efforts and dedication to your duties.","world.,duties.,facility.,boksburg,"
OP-DPOS-2023-57-727565,Charlotte Maxeke Academic Hospital,paediatric oncology and haematology,1,The service we get is exclusive and the staff are very warm welcoming and give you a chance to ask any questions if there is anything you do not understand. I am pleased with the wonderful service.,0.8468,The service we get is exclusive and the staff are very warm welcoming and give you a chance to ask any questions if there is anything you do not understand. I am pleased with the wonderful service.,"understand.,service."
OP-DPOS-2023-57-154596,Charlotte Maxeke Academic Hospital,paediatric oncology and haematology,1,The service is exellant,0.0,The service is exellant,exellant
OP-DPOS-2023-398-254766,Tembisa Tertiary Hospital,Speech Therapy ,1,Friendly staff alwayss ready to help or give out information if required. They give s a space to be free to ask about anything clear explations to easily understand ,0.9403,Friendly staff alwayss ready to help or give out information if required. They give s a space to be free to ask about anything clear explations to easily understand ,"explations,required.,alwayss,s"
OP-DPOS-2023-57-602568,Charlotte Maxeke Academic Hospital,paediatric oncology and haematology,1,Attended to my needs without a appointment - awesome ,-0.5096,Attended to my needs without a appointment - awesome ,
OP-DPOS-2023-57-442803,Charlotte Maxeke Academic Hospital,paediatric oncology and haematology,1,"I thank all the health workers at Charlotte Maxeke hospital for helping my cild for all this years.
Thank you Father for all mercy and grace you give them. Amen",0.8885,"I thank all the health workers at Charlotte Maxeke hospital for helping my cild for all this years.
Thank you Father for all mercy and grace you give them. Amen","years.,them.,maxeke,cild"
